step,pop,avg_rep,avg_death,avg_mut
612,476090,0.0400332,0.0198627,0.0399995
613,476045,0.0400335,0.019862,0.0399993
614,476236,0.0400335,0.0198615,0.0399993
615,476273,0.040034,0.0198616,0.0399989
616,476580,0.040034,0.0198614,0.0399987
617,476433,0.0400336,0.0198613,0.0399983
618,476515,0.0400334,0.0198613,0.0399984
619,476488,0.0400332,0.019861,0.039998
620,476312,0.0400336,0.0198606,0.0399985
621,476567,0.0400338,0.0198605,0.0399984
622,476686,0.0400341,0.0198603,0.0399986
623,476711,0.040034,0.0198607,0.0399989
624,476549,0.0400342,0.0198608,0.0399986
625,476749,0.0400342,0.0198602,0.0399988
626,476690,0.0400338,0.01986,0.0399992
627,476391,0.040034,0.0198603,0.0399993
628,476482,0.0400342,0.0198596,0.0399988
629,476410,0.0400337,0.0198592,0.0399982
630,476479,0.0400342,0.0198593,0.0399986
631,476501,0.0400343,0.0198594,0.0399985
632,476717,0.0400343,0.0198598,0.0399987
633,476944,0.0400339,0.0198603,0.0399989
634,476792,0.0400344,0.0198599,0.039999
635,476786,0.0400344,0.0198605,0.0399992
636,476897,0.0400343,0.0198604,0.0399993
637,477121,0.0400347,0.0198603,0.0399994
638,477141,0.0400352,0.0198603,0.0399994
639,477105,0.0400348,0.0198602,0.0399993
640,476896,0.040035,0.0198598,0.0399992
641,476989,0.0400353,0.0198598,0.0399993
642,476842,0.0400354,0.0198595,0.0399995
643,476760,0.0400353,0.0198592,0.0399993
644,476688,0.0400356,0.0198591,0.0399993
645,476749,0.0400354,0.0198592,0.0399991
646,477024,0.0400351,0.0198595,0.0399985
647,476862,0.0400347,0.0198589,0.0399987
648,476670,0.0400346,0.0198587,0.0399988
649,476649,0.0400344,0.0198587,0.0399989
650,476634,0.0400346,0.0198582,0.0399999
651,476602,0.0400341,0.0198581,0.0400004
652,476748,0.0400341,0.0198574,0.04
653,476605,0.0400348,0.0198576,0.0399999
654,476140,0.0400348,0.0198573,0.0399996
655,476095,0.0400351,0.0198567,0.0399995
656,476279,0.0400354,0.0198569,0.0399994
657,476376,0.0400356,0.0198571,0.0399993
658,476565,0.0400353,0.0198571,0.0399993
659,476658,0.040035,0.0198568,0.0399995
660,476594,0.0400353,0.0198563,0.0399993
661,476489,0.0400354,0.019856,0.0399996
662,476138,0.0400354,0.0198556,0.0399991
663,476127,0.0400353,0.0198557,0.039999
664,476490,0.0400351,0.019856,0.039999
665,476611,0.0400348,0.0198555,0.0399985
666,476572,0.040035,0.0198555,0.0399985
667,476882,0.0400356,0.0198552,0.0399982
668,476865,0.0400356,0.0198549,0.0399983
669,476693,0.0400358,0.0198543,0.0399985
670,476686,0.0400361,0.0198547,0.0399982
671,476644,0.0400363,0.0198552,0.0399985
672,476596,0.0400364,0.0198549,0.0399986
673,476587,0.040036,0.019854,0.0399987
674,476805,0.0400357,0.0198538,0.0399991
675,476637,0.0400353,0.0198537,0.0399982
676,476428,0.0400349,0.0198535,0.0399983
677,476824,0.0400353,0.0198533,0.0399989
678,476879,0.0400355,0.0198533,0.0399991
679,476836,0.0400356,0.019853,0.0399987
680,476645,0.0400362,0.0198532,0.0399985
681,476590,0.0400361,0.0198534,0.0399984
682,476827,0.0400356,0.0198534,0.0399986
683,476758,0.0400358,0.0198531,0.0399989
684,476633,0.0400357,0.0198532,0.0399988
685,476618,0.0400356,0.0198528,0.039999
686,476553,0.0400359,0.0198525,0.0399991
687,476678,0.0400359,0.0198523,0.0399988
688,476673,0.040036,0.0198525,0.0399986
689,476419,0.0400362,0.0198519,0.039999
690,476569,0.0400365,0.0198516,0.0399992
691,476574,0.0400365,0.0198516,0.0399988
692,476515,0.0400366,0.0198518,0.0399986
693,476508,0.0400369,0.0198514,0.0399985
694,476240,0.0400367,0.0198515,0.0399986
695,476374,0.0400369,0.0198512,0.0399989
696,476652,0.0400371,0.0198507,0.0399997
697,476581,0.0400369,0.0198505,0.0399991
698,476638,0.0400371,0.01985,0.0399992
699,476665,0.0400375,0.01985,0.0399994
700,476700,0.0400377,0.01985,0.0399995
701,476722,0.0400376,0.0198495,0.0399997
702,476478,0.0400381,0.0198495,0.0399995
703,476555,0.0400387,0.0198491,0.0399992
704,476512,0.0400388,0.0198487,0.0399996
705,476326,0.0400389,0.0198485,0.0399999
706,476349,0.0400385,0.0198487,0.0399998
707,476317,0.0400384,0.0198489,0.0399998
708,475998,0.0400381,0.0198491,0.0399998
709,476030,0.0400381,0.0198496,0.0399998
710,476104,0.040038,0.0198492,0.0399994
711,476102,0.0400381,0.0198491,0.0399992
712,476034,0.0400379,0.0198496,0.0399988
713,476240,0.0400376,0.0198495,0.039999
714,476249,0.0400372,0.0198489,0.0399992
715,476461,0.0400374,0.0198493,0.0399994
716,476713,0.0400375,0.0198489,0.0399995
717,476585,0.0400379,0.0198484,0.0399995
718,476496,0.0400382,0.0198482,0.0399993
719,476573,0.0400387,0.0198481,0.0399995
720,476705,0.040039,0.019848,0.0399993
721,476460,0.0400384,0.0198483,0.0399996
722,476398,0.040038,0.0198481,0.0399994
723,476473,0.040038,0.0198476,0.0399992
724,476676,0.0400382,0.0198472,0.0399993
725,476731,0.0400382,0.0198468,0.0399994
726,476756,0.0400384,0.0198465,0.0399997
727,476799,0.0400387,0.0198462,0.0400004
728,476617,0.0400388,0.019846,0.04
729,476573,0.040039,0.0198455,0.0400001
730,476582,0.0400389,0.0198455,0.04
731,476665,0.0400391,0.0198451,0.0400003
732,476681,0.0400395,0.0198447,0.0399999
733,476798,0.0400397,0.0198447,0.0399997
734,476712,0.0400396,0.0198449,0.0399997
735,476688,0.0400392,0.0198449,0.0399996
736,476600,0.0400395,0.019845,0.04
737,476482,0.0400399,0.0198456,0.0400002
738,476504,0.0400403,0.0198463,0.0400007
739,476456,0.0400403,0.0198455,0.0400001
740,476581,0.0400405,0.0198454,0.0399998
741,476449,0.0400407,0.0198449,0.0400002
742,476462,0.0400407,0.0198446,0.0399997
743,476292,0.0400405,0.0198439,0.0399997
744,476642,0.0400403,0.0198434,0.0399994
745,476573,0.0400409,0.0198432,0.0399995
746,476632,0.0400407,0.0198433,0.0399997
747,476492,0.0400403,0.0198431,0.0399995
748,476732,0.0400401,0.019843,0.0399993
749,476865,0.0400399,0.0198427,0.0399985
750,476716,0.0400396,0.0198426,0.0399986
751,476931,0.0400397,0.0198427,0.0399988
752,476784,0.0400391,0.0198427,0.0399987
753,476832,0.0400392,0.0198429,0.0399985
754,476836,0.0400395,0.0198427,0.0399994
755,476558,0.0400396,0.0198422,0.0399994
756,476461,0.04004,0.0198418,0.0399993
757,476298,0.0400403,0.0198419,0.0399992
758,476567,0.0400404,0.0198422,0.0399992
759,476595,0.0400403,0.0198419,0.0399997
760,476614,0.0400404,0.0198423,0.0399994
761,476713,0.0400403,0.0198422,0.0399999
762,476415,0.0400411,0.019842,0.0399999
763,476276,0.040041,0.0198416,0.0399997
764,476274,0.0400416,0.0198413,0.0399995
765,476579,0.0400414,0.0198411,0.0399996
766,476510,0.0400411,0.0198402,0.0399995
767,476575,0.0400411,0.0198399,0.0399994
768,476379,0.0400411,0.0198389,0.0399992
769,476264,0.040041,0.0198386,0.0399993
770,476229,0.0400406,0.019838,0.0399993
771,476424,0.0400406,0.0198378,0.0399993
772,476271,0.0400409,0.0198373,0.0399997
773,476144,0.0400409,0.019837,0.0399996
774,476164,0.0400407,0.0198369,0.0399996
775,476062,0.040041,0.019837,0.0399996
776,475822,0.0400412,0.019837,0.0399995
777,475943,0.0400411,0.0198371,0.0399999
778,476013,0.0400409,0.0198376,0.0400002
779,476120,0.0400412,0.0198377,0.0400004
780,476182,0.0400413,0.0198377,0.0400003
781,476109,0.0400416,0.0198381,0.0400001
782,476175,0.040042,0.0198383,0.0399997
783,476361,0.0400425,0.019838,0.0399994
784,476229,0.0400424,0.0198372,0.0399996
785,476197,0.040042,0.0198369,0.0399993
786,476133,0.0400418,0.0198366,0.0399994
787,476238,0.0400427,0.0198359,0.0399993
788,476051,0.040043,0.0198355,0.0399999
789,476182,0.0400429,0.0198356,0.0399998
790,476149,0.0400424,0.0198353,0.0399998
791,476311,0.0400423,0.0198356,0.0400002
792,476549,0.0400425,0.0198351,0.0400001
793,476663,0.0400421,0.0198353,0.0400003
794,476553,0.0400421,0.0198355,0.0400002
795,476537,0.0400423,0.019835,0.0400003
796,476463,0.0400426,0.0198351,0.0399997
797,476301,0.0400433,0.0198345,0.0399993
798,476381,0.0400436,0.0198341,0.0399998
799,476434,0.0400441,0.0198344,0.0399993
800,476426,0.0400442,0.0198338,0.0399988
801,476514,0.0400442,0.0198337,0.039999
802,476367,0.0400441,0.0198332,0.0399992
803,476287,0.0400438,0.0198334,0.039999
804,476555,0.0400441,0.0198333,0.0399996
805,476749,0.0400439,0.019833,0.0399998
806,476743,0.040044,0.019833,0.0399995
807,476598,0.0400436,0.0198328,0.0399995
808,476663,0.0400441,0.0198327,0.0399996
809,476532,0.0400442,0.0198319,0.0399995
810,476437,0.0400443,0.0198319,0.0399995
811,476391,0.0400445,0.0198319,0.0399996
812,476300,0.0400447,0.0198316,0.0400001
813,476217,0.0400448,0.0198312,0.0400004
814,476276,0.0400449,0.0198315,0.0400004
815,476216,0.0400448,0.0198317,0.0400008
816,476175,0.0400443,0.0198309,0.0400011
817,476189,0.0400445,0.0198309,0.0400009
818,476303,0.0400445,0.01983,0.0400005
819,476243,0.0400446,0.0198298,0.0400004
820,476415,0.0400445,0.0198293,0.0400009
821,476554,0.0400442,0.0198295,0.0400017
822,476562,0.0400444,0.0198292,0.0400018
823,476757,0.0400446,0.0198287,0.0400021
824,476726,0.0400447,0.0198292,0.0400022
825,476796,0.0400448,0.01983,0.0400021
826,476727,0.0400446,0.0198296,0.0400018
827,476493,0.0400449,0.0198295,0.0400016
828,476355,0.040045,0.0198289,0.0400015
829,476367,0.0400456,0.0198289,0.040001
830,476523,0.0400455,0.0198287,0.0400014
831,476751,0.0400454,0.0198286,0.0400009
832,476623,0.0400456,0.0198283,0.0400009
833,476437,0.0400459,0.0198281,0.0400006
834,476216,0.0400461,0.019828,0.0400012
835,476107,0.040046,0.0198277,0.0400011
836,476280,0.0400458,0.0198269,0.0400006
837,476445,0.040046,0.0198261,0.0400008
838,476405,0.0400466,0.0198257,0.0400007
839,476558,0.0400468,0.0198252,0.0400007
840,476715,0.0400468,0.0198247,0.0400006
841,476978,0.0400471,0.019824,0.0400009
842,476867,0.0400472,0.0198239,0.0400011
843,476932,0.0400473,0.0198238,0.0400011
844,476607,0.0400477,0.0198238,0.040001
845,476829,0.0400481,0.0198239,0.0400009
846,476679,0.0400476,0.0198235,0.0400004
847,476403,0.0400477,0.0198233,0.0400004
848,476643,0.0400477,0.0198233,0.0400006
849,476502,0.0400474,0.0198225,0.040001
850,476355,0.0400477,0.0198216,0.0400008
851,476400,0.0400483,0.0198211,0.0400011
852,476395,0.0400483,0.0198204,0.040001
853,476437,0.0400482,0.0198203,0.0400013
854,476657,0.040048,0.0198205,0.0400006
855,476486,0.0400478,0.0198204,0.0400002
856,476573,0.0400479,0.0198204,0.0399998
857,476506,0.0400482,0.0198196,0.0399996
858,476651,0.0400478,0.0198192,0.0399993
859,476499,0.0400483,0.0198187,0.039999
860,476569,0.0400483,0.0198189,0.0399989
861,476565,0.0400485,0.0198189,0.039999
862,476646,0.0400486,0.0198186,0.0399991
863,476753,0.040049,0.0198179,0.0399993
864,476599,0.0400495,0.0198179,0.0399991
865,476444,0.0400494,0.0198173,0.0399996
866,476487,0.0400491,0.0198175,0.0399993
867,476565,0.0400492,0.0198172,0.0399996
868,476635,0.0400492,0.0198172,0.0399993
869,476467,0.0400496,0.0198172,0.0399991
870,476410,0.0400497,0.0198169,0.0399992
871,476657,0.0400498,0.0198167,0.0399995
872,476665,0.0400495,0.019817,0.0399999
873,476597,0.0400494,0.0198169,0.0399998
874,476644,0.0400497,0.0198174,0.0399994
875,476731,0.0400504,0.0198175,0.0399994
876,476961,0.0400506,0.0198172,0.0399992
877,476870,0.0400509,0.019817,0.0399994
878,476726,0.0400506,0.0198166,0.0399993
879,476563,0.0400511,0.0198163,0.0399995
880,476735,0.040051,0.0198158,0.0399991
881,476686,0.0400511,0.0198153,0.0399993
882,476483,0.0400503,0.0198153,0.0399997
883,476646,0.0400505,0.0198148,0.0399996
884,476604,0.0400508,0.0198148,0.0399998
885,476494,0.0400511,0.0198141,0.0399998
886,476534,0.0400511,0.0198138,0.0399997
887,476604,0.0400508,0.0198139,0.0399998
888,476662,0.0400508,0.0198142,0.0400004
889,476712,0.040051,0.0198149,0.0400006
890,476683,0.0400513,0.0198143,0.0400004
891,476582,0.0400508,0.0198139,0.0400007
892,476776,0.0400511,0.0198134,0.0400005
893,476565,0.0400512,0.0198135,0.0400001
894,476578,0.0400517,0.0198127,0.0399996
895,476581,0.0400521,0.0198125,0.0399995
896,476409,0.040052,0.0198118,0.0399997
897,476601,0.0400524,0.0198113,0.0399999
898,476783,0.0400529,0.0198108,0.0399998
899,476602,0.0400529,0.0198107,0.0400002
900,476399,0.040053,0.0198106,0.0400003
901,476444,0.0400536,0.0198101,0.0400003
902,476562,0.0400535,0.0198095,0.0400007
903,476684,0.0400538,0.019809,0.0400007
904,476872,0.0400535,0.0198091,0.0400007
905,476703,0.040054,0.0198088,0.0400013
906,476436,0.0400544,0.0198087,0.0400012
907,476505,0.0400552,0.0198087,0.0400013
908,476629,0.0400555,0.0198086,0.0400017
909,476631,0.0400558,0.0198083,0.0400017
910,476512,0.0400555,0.0198081,0.040002
911,476655,0.0400553,0.0198077,0.040002
912,476898,0.0400553,0.0198073,0.0400021
913,476788,0.0400555,0.0198073,0.0400015
914,476774,0.0400556,0.0198071,0.0400021
915,476678,0.0400561,0.0198069,0.0400021
916,476599,0.0400559,0.0198072,0.0400028
917,476927,0.040056,0.0198069,0.0400026
918,476691,0.0400558,0.0198062,0.0400027
919,476771,0.0400554,0.0198065,0.0400025
920,476807,0.0400551,0.0198065,0.0400027
921,476822,0.0400554,0.0198061,0.0400028
922,476741,0.040056,0.019806,0.0400025
923,476638,0.0400564,0.0198054,0.0400024
924,476653,0.0400565,0.0198051,0.0400023
925,476844,0.0400563,0.0198052,0.0400016
926,476766,0.0400562,0.0198052,0.0400023
927,476916,0.0400566,0.0198049,0.0400026
928,476799,0.0400566,0.0198049,0.0400028
929,476820,0.0400563,0.0198048,0.0400026
930,476902,0.0400561,0.0198045,0.0400025
931,476784,0.0400563,0.0198038,0.0400024
932,476819,0.0400565,0.0198037,0.0400021
933,476891,0.0400561,0.0198032,0.0400013
934,476768,0.040057,0.0198027,0.0400015
935,476667,0.0400569,0.0198026,0.0400014
936,476864,0.0400575,0.0198022,0.0400013
937,476786,0.0400575,0.0198019,0.0400013
938,476724,0.0400576,0.0198016,0.0400014
939,476860,0.0400578,0.0198015,0.0400008
940,476945,0.040058,0.019801,0.040001
941,476741,0.0400582,0.0198011,0.0400008
942,476731,0.0400583,0.019801,0.0400005
943,476489,0.0400582,0.0198007,0.0400008
944,476284,0.0400583,0.0198006,0.0400007
945,476430,0.0400577,0.0198002,0.0400005
946,476366,0.0400581,0.0197996,0.0400005
947,476412,0.0400578,0.0197998,0.0400002
948,476506,0.0400578,0.0198,0.0400005
949,476582,0.0400578,0.0197997,0.0400005
950,476545,0.0400574,0.0198004,0.0400006
951,476700,0.040057,0.0198001,0.0400003
952,476568,0.0400564,0.0198003,0.0399997
953,476424,0.0400568,0.0197997,0.0400003
954,476560,0.0400566,0.0197994,0.0400007
955,476666,0.0400562,0.0197986,0.040001
956,476547,0.0400564,0.0197982,0.0400012
957,476470,0.0400563,0.0197979,0.0400013
958,476646,0.0400565,0.0197978,0.040001
959,476856,0.0400569,0.0197973,0.0400011
960,476993,0.0400564,0.0197976,0.0400007
961,476923,0.0400571,0.0197972,0.0400007
962,476892,0.040057,0.019797,0.0400007
963,477023,0.0400573,0.0197967,0.0400002
964,476714,0.0400571,0.0197963,0.0400004
965,476810,0.0400568,0.0197962,0.0400006
966,476987,0.0400574,0.0197963,0.0400008
967,477039,0.0400578,0.0197959,0.0400015
968,477035,0.0400574,0.0197951,0.0400019
969,477097,0.0400568,0.019795,0.040002
970,477128,0.0400567,0.0197952,0.0400022
971,477090,0.0400561,0.0197952,0.040002
972,477059,0.0400563,0.0197955,0.0400016
973,476951,0.0400562,0.0197955,0.0400013
974,476825,0.0400561,0.0197955,0.0400011
975,476404,0.0400564,0.019795,0.0400006
976,476604,0.0400565,0.0197945,0.0400004
977,476573,0.0400566,0.0197941,0.04
978,476648,0.0400566,0.0197939,0.0400002
979,476673,0.0400574,0.0197931,0.0400004
980,476625,0.0400576,0.0197932,0.0400007
981,476483,0.0400574,0.0197929,0.0400005
982,476342,0.0400577,0.0197931,0.0400008
983,476649,0.0400572,0.019793,0.040001
984,476846,0.0400568,0.0197929,0.0400009
985,476890,0.0400568,0.0197931,0.0400012
986,476833,0.0400565,0.0197928,0.0400015
987,476874,0.040056,0.0197929,0.0400012
988,476947,0.0400562,0.0197922,0.0400012
989,477131,0.0400563,0.0197924,0.0400015
990,477093,0.0400561,0.0197922,0.0400013
991,477022,0.0400564,0.019792,0.0400014
992,477112,0.0400564,0.0197919,0.0400016
993,477196,0.0400565,0.0197918,0.040002
994,477192,0.0400565,0.0197916,0.0400022
995,477067,0.0400563,0.0197917,0.040002
996,477138,0.0400565,0.0197911,0.0400017
997,477100,0.0400561,0.0197909,0.0400019
998,477049,0.0400562,0.0197908,0.0400018
999,476876,0.0400564,0.0197901,0.0400017
